시도명,구시군명,읍면동명,구분,선거인수,투표수,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,계,무효투표수,기권수
경기도,수원시장안구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,수원시장안구,합계,,"199,204","106,076","48,342","51,040","4,325",258,250,630,"104,845","1,231","93,128"
경기도,수원시장안구,거소투표,,444,412,117,201,15,5,2,5,345,67,32
경기도,수원시장안구,관외사전투표,,"11,135","11,130","5,415","4,903",480,40,35,105,"10,978",152,5
경기도,수원시장안구,파장동,소계,"19,741","9,782","4,426","4,872",320,25,21,34,"9,698",84,"9,959"
경기도,수원시장안구,파장동,관내사전투표,"2,803","2,800","1,321","1,356",81,9,4,11,"2,782",18,3
경기도,수원시장안구,파장동,선거일투표,"16,938","6,982","3,105","3,516",239,16,17,23,"6,916",66,"9,956"
경기도,수원시장안구,정자1동,소계,"22,734","12,056","5,444","5,815",512,20,28,111,"11,930",126,"10,678"
경기도,수원시장안구,정자1동,관내사전투표,"3,526","3,525","1,632","1,680",121,7,8,40,"3,488",37,1
경기도,수원시장안구,정자1동,선거일투표,"19,208","8,531","3,812","4,135",391,13,20,71,"8,442",89,"10,677"
경기도,수원시장안구,정자2동,소계,"27,879","13,329","6,088","6,325",577,33,28,105,"13,156",173,"14,550"
경기도,수원시장안구,정자2동,관내사전투표,"3,195","3,195","1,446","1,571",103,9,6,29,"3,164",31,0
경기도,수원시장안구,정자2동,선거일투표,"24,684","10,134","4,642","4,754",474,24,22,76,"9,992",142,"14,550"
경기도,수원시장안구,정자3동,소계,"31,439","18,020","9,276","7,332","1,004",28,45,141,"17,826",194,"13,419"
경기도,수원시장안구,정자3동,관내사전투표,"4,899","4,899","2,649","1,906",255,8,9,40,"4,867",32,0
경기도,수원시장안구,정자3동,선거일투표,"26,540","13,121","6,627","5,426",749,20,36,101,"12,959",162,"13,419"
경기도,수원시장안구,영화동,소계,"17,707","7,570","3,060","4,187",193,19,11,24,"7,494",76,"10,137"
경기도,수원시장안구,영화동,관내사전투표,"2,593","2,592","1,060","1,433",63,4,2,10,"2,572",20,1
경기도,수원시장안구,영화동,선거일투표,"15,114","4,978","2,000","2,754",130,15,9,14,"4,922",56,"10,136"
경기도,수원시장안구,송죽동,소계,"15,945","7,423","3,445","3,581",255,21,23,28,"7,353",70,"8,522"
경기도,수원시장안구,송죽동,관내사전투표,"2,463","2,463","1,176","1,166",82,6,7,6,"2,443",20,0
경기도,수원시장안구,송죽동,선거일투표,"13,482","4,960","2,269","2,415",173,15,16,22,"4,910",50,"8,522"
경기도,수원시장안구,조원1동,소계,"23,273","10,923","4,741","5,558",395,32,23,35,"10,784",139,"12,350"
경기도,수원시장안구,조원1동,관내사전투표,"3,362","3,362","1,532","1,661",105,11,6,19,"3,334",28,0
경기도,수원시장안구,조원1동,선거일투표,"19,911","7,561","3,209","3,897",290,21,17,16,"7,450",111,"12,350"
경기도,수원시장안구,조원2동,소계,"15,017","9,113","3,935","4,658",396,17,25,17,"9,048",65,"5,904"
경기도,수원시장안구,조원2동,관내사전투표,"3,845","3,844","1,673","1,950",171,4,10,9,"3,817",27,1
경기도,수원시장안구,조원2동,선거일투표,"11,172","5,269","2,262","2,708",225,13,15,8,"5,231",38,"5,903"
경기도,수원시장안구,연무동,소계,"13,890","6,300","2,386","3,602",178,18,9,25,"6,218",82,"7,590"
경기도,수원시장안구,연무동,관내사전투표,"1,893","1,893",771,"1,033",58,7,2,8,"1,879",14,0
경기도,수원시장안구,연무동,선거일투표,"11,997","4,407","1,615","2,569",120,11,7,17,"4,339",68,"7,590"
경기도,수원시장안구,잘못 투입·구분된 투표지,,0,18,9,6,0,0,0,0,15,3,-18
경기도,수원시권선구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,수원시권선구,합계,,"352,407","173,785","80,195","82,027","7,037",444,398,"1,142","171,243","2,542","178,622"
경기도,수원시권선구,거소투표,,453,429,157,188,21,6,5,4,381,48,24
경기도,수원시권선구,관외사전투표,,"18,898","18,888","9,263","8,263",829,57,62,134,"18,608",280,10
경기도,수원시권선구,세류1동,소계,"8,800","4,525","1,989","2,324",151,10,6,10,"4,490",35,"4,275"
경기도,수원시권선구,세류1동,관내사전투표,"1,762","1,762",810,878,56,7,1,1,"1,753",9,0
경기도,수원시권선구,세류1동,선거일투표,"7,038","2,763","1,179","1,446",95,3,5,9,"2,737",26,"4,275"
경기도,수원시권선구,세류2동,소계,"20,875","7,693","3,273","4,048",199,29,15,25,"7,589",104,"13,182"
경기도,수원시권선구,세류2동,관내사전투표,"2,287","2,286","1,045","1,135",60,6,2,6,"2,254",32,1
경기도,수원시권선구,세류2동,선거일투표,"18,588","5,407","2,228","2,913",139,23,13,19,"5,335",72,"13,181"
경기도,수원시권선구,세류3동,소계,"16,357","6,605","2,723","3,566",178,17,13,23,"6,520",85,"9,752"
경기도,수원시권선구,세류3동,관내사전투표,"2,333","2,332",993,"1,198",73,7,9,3,"2,283",49,1
경기도,수원시권선구,세류3동,선거일투표,"14,024","4,273","1,730","2,368",105,10,4,20,"4,237",36,"9,751"
경기도,수원시권선구,평동,소계,"32,793","14,927","6,493","7,410",523,38,35,94,"14,593",334,"17,866"
경기도,수원시권선구,평동,관내사전투표,"3,884","3,866","1,748","1,863",131,13,11,24,"3,790",76,18
경기도,수원시권선구,평동,선거일투표,"28,909","11,061","4,745","5,547",392,25,24,70,"10,803",258,"17,848"
경기도,수원시권선구,서둔동,소계,"31,769","12,831","5,691","6,367",434,31,33,64,"12,620",211,"18,938"
경기도,수원시권선구,서둔동,관내사전투표,"2,833","2,827","1,291","1,382",79,4,4,18,"2,778",49,6
경기도,수원시권선구,서둔동,선거일투표,"28,936","10,004","4,400","4,985",355,27,29,46,"9,842",162,"18,932"
경기도,수원시권선구,구운동,소계,"20,118","9,643","4,282","4,851",311,17,13,39,"9,513",130,"10,475"
경기도,수원시권선구,구운동,관내사전투표,"2,735","2,734","1,281","1,353",69,4,1,6,"2,714",20,1
경기도,수원시권선구,구운동,선거일투표,"17,383","6,909","3,001","3,498",242,13,12,33,"6,799",110,"10,474"
경기도,수원시권선구,금곡동,소계,"35,335","18,560","8,876","8,011",798,54,48,335,"18,122",438,"16,775"
경기도,수원시권선구,금곡동,관내사전투표,"5,393","5,385","2,714","2,287",211,18,11,80,"5,321",64,8
경기도,수원시권선구,금곡동,선거일투표,"29,942","13,175","6,162","5,724",587,36,37,255,"12,801",374,"16,767"
경기도,수원시권선구,호매실동,소계,"33,551","15,596","8,087","6,265",692,33,32,192,"15,301",295,"17,955"
경기도,수원시권선구,호매실동,관내사전투표,"5,326","5,325","2,829","2,070",213,9,14,77,"5,212",113,1
경기도,수원시권선구,호매실동,선거일투표,"28,225","10,271","5,258","4,195",479,24,18,115,"10,089",182,"17,954"
경기도,수원시권선구,권선1동,소계,"20,683","8,174","3,478","4,246",305,17,15,26,"8,087",87,"12,509"
경기도,수원시권선구,권선1동,관내사전투표,"2,060","2,060",927,"1,024",75,5,5,6,"2,042",18,0
경기도,수원시권선구,권선1동,선거일투표,"18,623","6,114","2,551","3,222",230,12,10,20,"6,045",69,"12,509"
경기도,수원시권선구,권선2동,소계,"36,331","19,123","8,267","9,767",826,25,40,39,"18,964",159,"17,208"
경기도,수원시권선구,권선2동,관내사전투표,"5,080","5,075","2,282","2,536",181,9,6,14,"5,028",47,5
경기도,수원시권선구,권선2동,선거일투표,"31,251","14,048","5,985","7,231",645,16,34,25,"13,936",112,"17,203"
경기도,수원시권선구,곡선동,소계,"29,009","12,648","5,986","5,857",616,31,32,42,"12,564",84,"16,361"
경기도,수원시권선구,곡선동,관내사전투표,"3,436","3,436","1,714","1,524",149,7,13,12,"3,419",17,0
경기도,수원시권선구,곡선동,선거일투표,"25,573","9,212","4,272","4,333",467,24,19,30,"9,145",67,"16,361"
경기도,수원시권선구,입북동,소계,"12,937","6,872","3,430","3,034",279,13,6,45,"6,807",65,"6,065"
경기도,수원시권선구,입북동,관내사전투표,"1,822","1,821",963,760,64,3,2,18,"1,810",11,1
경기도,수원시권선구,입북동,선거일투표,"11,115","5,051","2,467","2,274",215,10,4,27,"4,997",54,"6,064"
경기도,수원시권선구,율천동,소계,"34,498","17,213","8,171","7,805",874,66,43,69,"17,028",185,"17,285"
경기도,수원시권선구,율천동,관내사전투표,"4,344","4,343","2,100","1,956",201,15,10,14,"4,296",47,1
경기도,수원시권선구,율천동,선거일투표,"30,154","12,870","6,071","5,849",673,51,33,55,"12,732",138,"17,284"
경기도,수원시권선구,잘못 투입·구분된 투표지,,0,58,29,25,1,0,0,1,56,2,-58
경기도,수원시팔달구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,수원시팔달구,합계,,"164,086","79,244","34,165","39,950","3,231",221,235,328,"78,130","1,114","84,842"
경기도,수원시팔달구,거소투표,,200,191,67,88,13,5,2,4,179,12,9
경기도,수원시팔달구,관외사전투표,,"9,178","9,177","4,471","4,060",403,27,32,48,"9,041",136,1
경기도,수원시팔달구,행궁동,소계,"9,424","4,084","1,528","2,273",124,14,17,27,"3,983",101,"5,340"
경기도,수원시팔달구,행궁동,관내사전투표,"1,365","1,365",525,770,30,5,7,9,"1,346",19,0
경기도,수원시팔달구,행궁동,선거일투표,"8,059","2,719","1,003","1,503",94,9,10,18,"2,637",82,"5,340"
경기도,수원시팔달구,매교동,소계,"5,462","2,194",863,"1,229",53,4,2,8,"2,159",35,"3,268"
경기도,수원시팔달구,매교동,관내사전투표,996,996,408,548,19,2,1,6,984,12,0
경기도,수원시팔달구,매교동,선거일투표,"4,466","1,198",455,681,34,2,1,2,"1,175",23,"3,268"
경기도,수원시팔달구,매산동,소계,"9,341","3,779","1,435","2,130",125,18,12,22,"3,742",37,"5,562"
경기도,수원시팔달구,매산동,관내사전투표,979,978,411,518,32,0,4,8,973,5,1
경기도,수원시팔달구,매산동,선거일투표,"8,362","2,801","1,024","1,612",93,18,8,14,"2,769",32,"5,561"
경기도,수원시팔달구,고등동,소계,"17,038","7,819","3,451","3,877",333,26,24,23,"7,734",85,"9,219"
경기도,수원시팔달구,고등동,관내사전투표,"2,995","2,994","1,363","1,451",120,7,11,6,"2,958",36,1
경기도,수원시팔달구,고등동,선거일투표,"14,043","4,825","2,088","2,426",213,19,13,17,"4,776",49,"9,218"
경기도,수원시팔달구,화서1동,소계,"18,894","8,628","3,745","4,397",299,21,19,46,"8,527",101,"10,266"
경기도,수원시팔달구,화서1동,관내사전투표,"2,625","2,625","1,175","1,308",89,6,4,18,"2,600",25,0
경기도,수원시팔달구,화서1동,선거일투표,"16,269","6,003","2,570","3,089",210,15,15,28,"5,927",76,"10,266"
경기도,수원시팔달구,화서2동,소계,"20,330","11,459","5,346","5,342",581,19,33,50,"11,371",88,"8,871"
경기도,수원시팔달구,화서2동,관내사전투표,"3,557","3,556","1,820","1,494",182,5,10,14,"3,525",31,1
경기도,수원시팔달구,화서2동,선거일투표,"16,773","7,903","3,526","3,848",399,14,23,36,"7,846",57,"8,870"
